2.000000000000000000e+00 0.000000000000000000e+00
2.049024512256127917e+00 0.000000000000000000e+00
2.098049024512256278e+00 0.000000000000000000e+00
2.147073536768384194e+00 0.000000000000000000e+00
2.196098049024512111e+00 0.000000000000000000e+00
2.245122561280640472e+00 0.000000000000000000e+00
2.294147073536768389e+00 0.000000000000000000e+00
2.343171585792896305e+00 0.000000000000000000e+00
2.392196098049024666e+00 0.000000000000000000e+00
2.441220610305152583e+00 0.000000000000000000e+00
2.490245122561280500e+00 0.000000000000000000e+00
2.539269634817408416e+00 0.000000000000000000e+00
2.588294147073536777e+00 0.000000000000000000e+00
2.637318659329664694e+00 0.000000000000000000e+00
2.686343171585792611e+00 0.000000000000000000e+00
2.735367683841920972e+00 0.000000000000000000e+00
2.784392196098048888e+00 0.000000000000000000e+00
2.833416708354176805e+00 0.000000000000000000e+00
2.882441220610305166e+00 0.000000000000000000e+00
2.931465732866433083e+00 0.000000000000000000e+00
2.980490245122560999e+00 0.000000000000000000e+00
3.029514757378689360e+00 0.000000000000000000e+00
3.078539269634817277e+00 0.000000000000000000e+00
3.127563781890945194e+00 0.000000000000000000e+00
3.176588294147073555e+00 0.000000000000000000e+00
3.225612806403201471e+00 0.000000000000000000e+00
3.274637318659329388e+00 0.000000000000000000e+00
3.323661830915457749e+00 0.000000000000000000e+00
3.372686343171585666e+00 0.000000000000000000e+00
3.421710855427713582e+00 0.000000000000000000e+00
3.470735367683841943e+00 0.000000000000000000e+00
3.519759879939969860e+00 0.000000000000000000e+00
3.568784392196097777e+00 0.000000000000000000e+00
3.617808904452226137e+00 0.000000000000000000e+00
3.666833416708354054e+00 0.000000000000000000e+00
3.715857928964481971e+00 0.000000000000000000e+00
3.764882441220610332e+00 0.000000000000000000e+00
3.813906953476738249e+00 0.000000000000000000e+00
3.862931465732866165e+00 0.000000000000000000e+00
3.911955977988994526e+00 0.000000000000000000e+00
3.960980490245122443e+00 0.000000000000000000e+00
4.010005002501250360e+00 0.000000000000000000e+00
4.059029514757378720e+00 0.000000000000000000e+00
4.108054027013507081e+00 0.000000000000000000e+00
4.157078539269634554e+00 0.000000000000000000e+00
4.206103051525762915e+00 0.000000000000000000e+00
4.255127563781890387e+00 0.000000000000000000e+00
4.304152076038018748e+00 0.000000000000000000e+00
4.353176588294147109e+00 0.000000000000000000e+00
4.402201100550275470e+00 0.000000000000000000e+00
4.451225612806402943e+00 0.000000000000000000e+00
4.500250125062531303e+00 0.000000000000000000e+00
4.549274637318658776e+00 0.000000000000000000e+00
4.598299149574787137e+00 0.000000000000000000e+00
4.647323661830915498e+00 0.000000000000000000e+00
4.696348174087043859e+00 0.000000000000000000e+00
4.745372686343171331e+00 0.000000000000000000e+00
4.794397198599299692e+00 0.000000000000000000e+00
4.843421710855427165e+00 0.000000000000000000e+00
4.892446223111555526e+00 0.000000000000000000e+00
4.941470735367683886e+00 0.000000000000000000e+00
4.990495247623812247e+00 0.000000000000000000e+00
5.039519759879939720e+00 0.000000000000000000e+00
5.088544272136068081e+00 0.000000000000000000e+00
5.137568784392195553e+00 0.000000000000000000e+00
5.186593296648323914e+00 0.000000000000000000e+00
5.235617808904452275e+00 0.000000000000000000e+00
5.284642321160580636e+00 0.000000000000000000e+00
5.333666833416708108e+00 0.000000000000000000e+00
5.382691345672836469e+00 0.000000000000000000e+00
5.431715857928963942e+00 0.000000000000000000e+00
5.480740370185092303e+00 0.000000000000000000e+00
5.529764882441220664e+00 0.000000000000000000e+00
5.578789394697349024e+00 0.000000000000000000e+00
5.627813906953476497e+00 0.000000000000000000e+00
5.676838419209604858e+00 0.000000000000000000e+00
5.725862931465732331e+00 0.000000000000000000e+00
5.774887443721860691e+00 0.000000000000000000e+00
5.823911955977989052e+00 0.000000000000000000e+00
5.872936468234117413e+00 0.000000000000000000e+00
